"ELF Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name","Language","Language Code (ISO 639-1)","Entity Legal Form name Transliterated name (per ISO 01-140-10)","Abbreviations Local language","Abbreviations transliterated","Date created YYYY-MM-DD (ISO 8601)","ELF Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason"
"D37H","Kosovo","XK","","","Shoqëri me Përgjegjësi të Kufizuar","Albanian","sq","Shoqëri me Përgjegjësi të Kufizuar","SHPK","","2019-07-05","ACTV","","",""
"OZDY","Kosovo","XK","","","Dega e Shoqërisë së Huaj Tregtare në Kosovë","Albanian","sq","Dega e Shoqërisë së Huaj Tregtare në Kosovë","Kompani e Huaj","","2019-07-05","ACTV","","",""
"Q22D","Kosovo","XK","","","Shoqëri aksionare","Albanian","sq","Shoqëri aksionare","SHA","","2019-07-05","ACTV","","",""
"QZEN","Kosovo","XK","","","Biznes Individual","Albanian","sq","Biznes Individual","BI","","2019-07-05","ACTV","","",""
"T2X0","Kosovo","XK","","","Ortakëri e Përgjithshme","Albanian","sq","Ortakëri e Përgjithshme","OP","","2019-07-05","ACTV","","",""
"W5H8","Kosovo","XK","","","Ndërmarrjet publike sipas ligjit në fuqi për ndërmarrjet publike","Albanian","sq","Ndërmarrjet publike sipas ligjit në fuqi për ndërmarrjet publike","NP","","2019-07-05","ACTV","","",""
"W7KV","Kosovo","XK","","","Ortakëri e Kufizuar","Albanian","sq","Ortakëri e Kufizuar","OK","","2019-07-05","ACTV","","",""
"1IPK","Latvia","LV","","","Komandītsabiedrība","Latvian","lv","Komandītsabiedrība","KS","","2017-11-30","ACTV","","",""
"3LCY","Latvia","LV","","","Pilnsabiedrība","Latvian","lv","Pilnsabiedrība","PS","","2017-11-30","ACTV","","",""
"AZTM","Latvia","LV","","","Eiropas komercsabiedrība","Latvian","lv","Eiropas komercsabiedrība","SE","","2017-11-30","ACTV","","",""
"BS22","Latvia","LV","","","Individuālais komersants","Latvian","lv","Individuālais komersants","IK","","2017-11-30","ACTV","","",""
"ES2D","Latvia","LV","","","Sabiedrība ar ierobežotu atbildību","Latvian","lv","Sabiedrība ar ierobežotu atbildību","SIA","","2017-11-30","ACTV","","",""
"VJBO","Latvia","LV","","","Akciju sabiedrība","Latvian","lv","Akciju sabiedrība","AS","","2017-11-30","ACTV","","",""
"1DGT","Liechtenstein","LI","","","Treuunternehmen","German","de","Treuunternehmen","Trust reg.","","2017-11-30","ACTV","","",""
"1SOY","Liechtenstein","LI","","","Europäische Genossenschaft","German","de","Europäische Genossenschaft","SCE","","2017-11-30","ACTV","","",""
"32HC","Liechtenstein","LI","","","Verein","German","de","Verein","e.V.","","2017-11-30","ACTV","","",""
"7RRP","Liechtenstein","LI","","","Aktiengesellschaft","German","de","Aktiengesellschaft","AG","","2017-11-30","ACTV","","",""
"ANSR","Liechtenstein","LI","","","Kommanditgesellschaft","German","de","Kommanditgesellschaft","KG","","2017-11-30","ACTV","","",""
"BSZ8","Liechtenstein","LI","","","Stiftung","German","de","Stiftung","","","2017-11-30","ACTV","","",""
"IF49","Liechtenstein","LI","","","Genossenschaft","German","de","Genossenschaft","eG;e.G.;e.Gen.","","2017-11-30","ACTV","","",""
"K98U","Liechtenstein","LI","","","Europäische Wirtschaftliche Interessenvereinigung","German","de","Europäische Wirtschaftliche Interessenvereinigung","EWIV","","2017-11-30","ACTV","","",""
"NDID","Liechtenstein","LI","","","Kollektivgesellschaft","German","de","Kollektivgesellschaft","","","2017-11-30","ACTV","","",""
"TMU1","Liechtenstein","LI","","","Anstalt","German","de","Anstalt","","","2017-11-30","ACTV","","",""
"WAK8","Liechtenstein","LI","","","Europäische Gesellschaft","German","de","Europäische Gesellschaft","SE","","2017-11-30","ACTV","","",""
"Y8LH","Liechtenstein","LI","","","Gesellschaft mit beschränkter Haftung","German","de","Gesellschaft mit beschränkter Haftung","GmbH;Ges.m.b.H.","","2017-11-30","ACTV","","",""
"13T9","Lithuania","LT","","","Europos bendrovės","Lithuanian","lt","Europos bendrovės","EB","","2017-11-30","ACTV","","",""
"4ZF3","Lithuania","LT","","","Valstybės įmonės","Lithuanian","lt","Valstybės įmonės","VI","","2017-11-30","ACTV","","",""
"5BY2","Lithuania","LT","","","Europos kooperatinės bendrovės","Lithuanian","lt","Europos kooperatinės bendrovės","EKB","","2017-11-30","ACTV","","",""
"5CIE","Lithuania","LT","","","Advokatų profesinės bendrijos","Lithuanian","lt","Advokatų profesinės bendrijos","APB","","2017-11-30","ACTV","","",""
"5TA8","Lithuania","LT","","","Šeimynos","Lithuanian","lt","Šeimynos","S","","2017-11-30","ACTV","","",""
"6JDN","Lithuania","LT","","","Profesinės sąjungos ir jų susivienijimai","Lithuanian","lt","Profesinės sąjungos ir jų susivienijimai","PS","","2017-11-30","ACTV","","",""
"81KA","Lithuania","LT","","","Akcinės bendrovės","Lithuanian","lt","Akcinės bendrovės","AB","","2017-11-30","ACTV","","",""
"A2GC","Lithuania","LT","","","Religines bendruomenes, bendrijos ir centrai","Lithuanian","lt","Religines bendruomenes, bendrijos ir centrai","RB","","2017-11-30","ACTV","","",""
"A338","Lithuania","LT","","","Individualios įmonės","Lithuanian","lt","Individualios įmonės","II","","2017-11-30","ACTV","","",""
"BGPJ","Lithuania","LT","","","Europos ekonominių interesų grupės","Lithuanian","lt","Europos ekonominių interesų grupės","EEIG","","2017-11-30","ACTV","","",""
"BPLS","Lithuania","LT","","","Uždarosios akcinės bendrovės","Lithuanian","lt","Uždarosios akcinės bendrovės","UAB","","2017-11-30","ACTV","","",""
"DLCX","Lithuania","LT","","","Tikrosios ūkinės bendrijos","Lithuanian","lt","Tikrosios ūkinės bendrijos","TUB","","2017-11-30","ACTV","","",""
"E4HU","Lithuania","LT","","","Lietuvos prekybos, pramonės ir amatų rūmų asociacija","Lithuanian","lt","Lietuvos prekybos, pramonės ir amatų rūmų asociacija","LPRA","","2017-11-30","ACTV","","",""
"F2TQ","Lithuania","LT","","","Tradicinės religinės bendruomenės ar bendrijos","Lithuanian","lt","Tradicinės religinės bendruomenės ar bendrijos","TR","","2017-11-30","ACTV","","",""
"F2ZF","Lithuania","LT","","","Asociacijos","Lithuanian","lt","Asociacijos","A","","2017-11-30","ACTV","","",""
"HGMH","Lithuania","LT","","","Labdaros ir paramos fondai","Lithuanian","lt","Labdaros ir paramos fondai","LF","","2017-11-30","ACTV","","",""
"HJ1Y","Lithuania","LT","","","Bendrijos","Lithuanian","lt","Bendrijos","BN","","2017-11-30","ACTV","","",""
"K4GR","Lithuania","LT","","","Biudžetinės įstaigos","Lithuanian","lt","Biudžetinės įstaigos","BI","","2017-11-30","ACTV","","",""
"KWBA","Lithuania","LT","","","Viešosios įstaigos","Lithuanian","lt","Viešosios įstaigos","VS","","2017-11-30","ACTV","","",""
"LUGM","Lithuania","LT","","","Kooperatinės bendrovės (kooperatyvai)","Lithuanian","lt","Kooperatinės bendrovės (kooperatyvai)","KO","","2017-11-30","ACTV","","",""
"LUOA","Lithuania","LT","","","Komanditinės ūkinės bendrijos","Lithuanian","lt","Komanditinės ūkinės bendrijos","KB","","2017-11-30","ACTV","","",""
"NVPY","Lithuania","LT","","","Privačių detektyvų bendrijos","Lithuanian","lt","Privačių detektyvų bendrijos","PDB","","2017-11-30","ACTV","","",""
"Q4A3","Lithuania","LT","","","Prekybos, pramonės ir amatų rūmai","Lithuanian","lt","Prekybos, pramonės ir amatų rūmai","PER","","2017-11-30","ACTV","","",""
"Q8UI","Lithuania","LT","","","Nuolatinės arbitražo institucijos","Lithuanian","lt","Nuolatinės arbitražo institucijos","NA","","2017-11-30","ACTV","","",""
"QG9Y","Lithuania","LT","","","Sodininkų bendrijos","Lithuanian","lt","Sodininkų bendrijos","SD","","2017-11-30","ACTV","","",""
"QRXD","Lithuania","LT","","","Europos teritorinio bendradarbiavimo grupės","Lithuanian","lt","Europos teritorinio bendradarbiavimo grupės","ETBG","","2017-11-30","ACTV","","",""
"SFK9","Lithuania","LT","","","Bendras valdymo ir pranešimų centras","Lithuanian","lt","Bendras valdymo ir pranešimų centras","CRC","","2017-11-30","ACTV","","",""
"SFYA","Lithuania","LT","","","Mažosios bendrijos","Lithuanian","lt","Mažosios bendrijos","MB","","2017-11-30","ACTV","","",""
"UHNL","Lithuania","LT","","","Žemės ūkio bendrovės","Lithuanian","lt","Žemės ūkio bendrovės","ZUB","","2017-11-30","ACTV","","",""
"WQRG","Lithuania","LT","","","Centrinis bankas","Lithuanian","lt","Centrinis bankas","CB","","2017-11-30","ACTV","","",""
"X8J8","Lithuania","LT","","","Politinės partijos","Lithuanian","lt","Politinės partijos","PP","","2017-11-30","ACTV","","",""
"YRXK","Lithuania","LT","","","Savivaldybių įmonės","Lithuanian","lt","Savivaldybių įmonės","SI","","2017-11-30","ACTV","","",""
"2IGL","Luxembourg","LU","","","Entreprise individuelle","French","fr","Entreprise individuelle","EI","","2017-11-30","ACTV","","",""
"2JEI","Luxembourg","LU","","","Association sans but lucratif","French","fr","Association sans but lucratif","ASBL","","2017-11-30","ACTV","","",""
"2S2U","Luxembourg","LU","","","Association d'épargne pension","French","fr","Association d'épargne pension","ASSEP","","2017-11-30","ACTV","","",""
"5DWL","Luxembourg","LU","","","Association momentanée","French","fr","Association momentanée","AM","","2017-11-30","ACTV","","",""
"5GGB","Luxembourg","LU","","","Société anonyme","French","fr","Société anonyme","SA ","","2017-11-30","ACTV","","",""
"63P9","Luxembourg","LU","","","Société en commandite simple","French","fr","Société en commandite simple","SECS","","2017-11-30","ACTV","","",""
"68J6","Luxembourg","LU","","","Association agricole","French","fr","Association agricole","AA","","2017-11-30","ACTV","","",""
"81G5","Luxembourg","LU","","","Société en commandite par actions","French","fr","Société en commandite par actions","SECA","","2017-11-30","ACTV","","",""
"9C91","Luxembourg","LU","","","Société d’épargne-pension à capital variable","French","fr","Société d’épargne-pension à capital variable","SEPCAV","","2017-11-30","ACTV","","",""
"ATQY","Luxembourg","LU","","","Société en nom collectif","French","fr","Société en nom collectif","SENC","","2017-11-30","ACTV","","",""
"BEAN","Luxembourg","LU","","","Société d'investissement à capital fixe","French","fr","Société d'investissement à capital fixe","SICAF","","2017-11-30","ACTV","","",""
"BKAB","Luxembourg","LU","","","Association d'assurances mutuelles","French","fr","Association d'assurances mutuelles","AAM","","2017-11-30","ACTV","","",""
"DVXS","Luxembourg","LU","","","Société à responsabilité limitée","French","fr","Société à responsabilité limitée","SARL ","","2017-11-30","ACTV","","",""
"FG84","Luxembourg","LU","","","Societas Cooperativa Europaea","French","fr","Societas Cooperativa Europaea","SCE","","2019-07-05","ACTV","","",""
"HHR4","Luxembourg","LU","","","Société par actions simplifiée","French","fr","Société par actions simplifiée","S.A.S.","","2019-07-05","ACTV","","",""
"JIWD","Luxembourg","LU","","","Autres personnes morales dont l'immatriculation est prévue par l'article 1 de la loi modifiée du 19 décembre 2002 concernant le registre de commerce et des sociétés ainsi que la comptabilité et les comptes annuels des entreprises","French","fr","Autres personnes morales dont l'immatriculation est prévue par l'article 1 de la loi modifiée du 19 décembre 2002 concernant le registre de commerce et des sociétés ainsi que la comptabilité et les comptes annuels des entreprises","OTH","","2017-11-30","ACTV","correction of name of legal form","2019-07-05","name of legal form corrected"
"LCR0","Luxembourg","LU","","","Groupement d'intérêt économique","French","fr","Groupement d'intérêt économique","GIE","","2017-11-30","ACTV","","",""
"SQ1A","Luxembourg","LU","","","Société civile","French","fr","Société civile","SCI","","2017-11-30","ACTV","","",""
"STBC","Luxembourg","LU","","","Société coopérative organisée sous forme de société anonyme","French","fr","Société coopérative organisée sous forme de société anonyme","","","2019-07-05","ACTV","","",""
"U8KA","Luxembourg","LU","","","Société en commandite spéciale","French","fr","Société en commandite spéciale","SECSP","","2017-11-30","ACTV","","",""
"UDY2","Luxembourg","LU","","","Société d'investissement à capital variable","French","fr","Société d'investissement à capital variable","SICAV","","2017-11-30","ACTV","","",""
"V19Y","Luxembourg","LU","","","Fondation","French","fr","Fondation","FON","","2017-11-30","ACTV","","",""
"V5OS","Luxembourg","LU","","","Société coopérative","French","fr","Société coopérative","SC","","2017-11-30","ACTV","","",""
"WCEP","Luxembourg","LU","","","Société Européenne","French","fr","société européenne","","","2017-11-30","ACTV","","",""
"ZFFA","Luxembourg","LU","","","Etablissement public","French","fr","Etablissement public","EP","","2017-11-30","ACTV","","",""
"BVJ0","Malta","MT","","","Partnership en commendite or limited partnership","English","en","Partnership en commendite or limited partnership","LP;limited partnership;Limited Partnership;L.P.","","2017-11-30","ACTV","","",""
"BVJ0","Malta","MT","","","Soċjetà in akkomandita jew soċjetà limitata","Maltese","mt","Soċjetà in akkomandita jew soċjetà limitata","Limited Partnership;LP;L.P.","","2017-11-30","ACTV","","",""
"C061","Malta","MT","","","Public Limited Liability Company","English","en","Public Limited Liability Company","PLC;P.L.C;plc;p.l.c.","","2017-11-30","ACTV","","",""
"C061","Malta","MT","","","kumpanija pubblika","Maltese","mt","kumpanija pubblika","PLC;P.L.C;plc;p.l.c.","","2017-11-30","ACTV","","",""
"CR7N","Malta","MT","","","European Company","English","en","European Company","SE","","2017-11-30","ACTV","","",""
"CR7N","Malta","MT","","","Societas Europaea","Maltese","mt","Societas Europaea","SE","","2017-11-30","ACTV","","",""
"JOZN","Malta","MT","","","Partnership en nom collectif","English","en","Partnership en nom collectif","","","2017-11-30","ACTV","","",""
"JOZN","Malta","MT","","","soċjetà f’isem kollettiv","Maltese","mt","soċjetà f’isem kollettiv","","","2017-11-30","ACTV","","",""
"V89C","Malta","MT","","","Private Limited Liability Company","English","en","Private Limited Liability Company","Ltd;Ltd.;Limited","","2017-11-30","ACTV","","",""
"V89C","Malta","MT","","","kumpanija privata","Maltese","mt","kumpanija privata","Ltd;Ltd.;Limited","","2017-11-30","ACTV","","",""
"YB0U","Malta","MT","","","European Economic Interest Grouping","English","en","European Economic Interest Grouping","EEIG","","2017-11-30","ACTV","","",""
"4AJY","Mauritius","MU","","","Business","English","en","Business","","","2017-11-30","ACTV","","",""
"6M6Z","Mauritius","MU","","","Public Companies Limited By Guarantee","English","en","Public Companies Limited By Guarantee","PC;PLC;LTD;LTEE","","2017-11-30","ACTV","","",""
"AOS4","Mauritius","MU","","","Private Companiy Limited By Guarantee","English","en","Private Companies Limited By Guarantee","PT;PLC;LTD;LTEE","","2017-11-30","ACTV","","",""
"B0LD","Mauritius","MU","","","Ministries And Parastal Bodies","English","en","Ministries And Parastal Bodies","","","2017-11-30","ACTV","","",""
"BVPF","Mauritius","MU","","","Cooperatives","English","en","Cooperatives","COOP","","2017-11-30","ACTV","","",""
"G7H0","Mauritius","MU","","","Private Company","English","en","Private Companies","PT;PLC;LTD;LTEE","","2017-11-30","ACTV","","",""
"J76S","Mauritius","MU","","","Limited Partnerships","English","en","Limited Partnerships","Limited Partnership;LP;L.P.","","2017-11-30","ACTV","","",""
"JWWT","Mauritius","MU","","","Foundations","English","en","Foundations","F","","2017-11-30","ACTV","","",""
"O786","Mauritius","MU","","","Société","French","fr","Société","SOCIETE;STE","","2017-11-30","ACTV","","",""
"RJYT","Mauritius","MU","","","Trade Unions","English","en","Trade Unions","TU","","2017-11-30","ACTV","","",""
