"ELF Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name","Language","Language Code (ISO 639-1)","Entity Legal Form name Transliterated name (per ISO 01-140-10)","Abbreviations Local language","Abbreviations transliterated","Date created YYYY-MM-DD (ISO 8601)","ELF Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason"
"SNRI","Bonaire, Sint Eustatius and Saba","BQ","","","Vennootschap onder Firma","Dutch","nl","Vennootschap onder Firma","","","2017-11-30","ACTV","","",""
"VHIY","Bonaire, Sint Eustatius and Saba","BQ","","","Cooperatie","Dutch","nl","Cooperatie","","","2017-11-30","ACTV","","",""
"X088","Bonaire, Sint Eustatius and Saba","BQ","","","Vereniging zonder rechtsbevoegdheid","Dutch","nl","Vereniging zonder rechtsbevoegdheid","","","2017-11-30","ACTV","","",""
"XL51","Bonaire, Sint Eustatius and Saba","BQ","","","Commanditaire vennootschap met één beherend vennoot","Dutch","nl","Commanditaire vennootschap met één beherend vennoot","","","2017-11-30","ACTV","","",""
"4IXL","Botswana","BW","","","Close Companies ","English","en","Close Companies ","","","2017-11-30","ACTV","","",""
"771I","Botswana","BW","","","Private Limited Liability Companies","English","en","Private Limited Liability Companies","","","2017-11-30","ACTV","","",""
"QK1F","Botswana","BW","","","Public Limited Liability Companies","English","en","Public Limited Liability Companies","","","2017-11-30","ACTV","","",""
"Y2L3","Botswana","BW","","","Companies limited by Guarantee","English","en","Companies limited by Guarantee","","","2017-11-30","ACTV","","",""
"3FUP","Bulgaria","BG","","","Европейско кооперативно дружество с ограничена отговорност","Bulgarian","bg","Evropeysko kooperativno druzhestvo s ogranichena otgovornost","","","2019-07-05","ACTV","","",""
"3HLJ","Bulgaria","BG","","","Поделение на eвропейско обединение по икономически интереси","Bulgarian","bg","Podelenie na evropeysko obedinenie po ikonomicheski interesi","","","2019-07-05","ACTV","","",""
"3SHX","Bulgaria","BG","","","Сдружение в обществена полза","Bulgarian","bg","Sdruzhenie v obshtestvena polza","","","2019-07-05","ACTV","","",""
"45D7","Bulgaria","BG","","","Клон на чуждестранен търговец","Bulgarian","bg","Klon na chuzhdestranen targovets","","","2019-07-05","ACTV","","",""
"946C","Bulgaria","BG","","","Едноличен търговец","Bulgarian","bg","Ednolichen targovets","ЕТ","ET","2017-11-30","ACTV","","",""
"9F78","Bulgaria","BG","","","Чуждестранно дружество - физическо лице","Bulgarian","bg","Chuzhdestranno druzhestvo - fizichesko litse","","","2019-07-05","ACTV","","",""
"CTCH","Bulgaria","BG","","","Кооперация","Bulgarian","bg","Kooperatsia","","Coop","2017-11-30","ACTV","","",""
"EJ06","Bulgaria","BG","","","Еднолично акционерно дружество","Bulgarian","bg","Ednolichno aktsionerno druzhestvo","ЕАД","EAD","2017-11-30","ACTV","","",""
"FPP2","Bulgaria","BG","","","Събирателно дружество (СД)/Съдружие","Bulgarian","bg","Sabiratelno druzhestvo (SD)/Sadruzhie","С-ие;СД;С-ИЕ","SD/S-ie;SD;S-IE","2017-11-30","ACTV","correction of abbreviations","2019-07-05","abbreviation removed from legal name; abbreviation added"
"HN63","Bulgaria","BG","","","Командитно дружество с акции","Bulgarian","bg","Komanditno druzhestvo s aktsii","КДА","KDA","2017-11-30","ACTV","typo corrected","2019-07-05","typo corrected"
"LECS","Bulgaria","BG","","","Сдружение в частна полза","Bulgarian","bg","Sdruzhenie v chastna polza","","","2019-07-05","ACTV","","",""
"O15N","Bulgaria","BG","","","Чуждестранно дружество - юридическо лице","Bulgarian","bg","Chuzhdestranno druzhestvo - yuridichesko litse","","","2019-07-05","ACTV","","",""
"PW3Y","Bulgaria","BG","","","Акционерно дружество със специална инвестиционна цел","Bulgarian","bg","Aktsionerno druzhestvo sas spetsialna investitsionna tsel","АДСИЦ","ADSIC","2017-11-30","ACTV","","",""
"QZAU","Bulgaria","BG","","","Еднолично aкционерно дружество със специалнa инвестиционна цел","Bulgarian","bg","Ednolichno aktsionerno druzhestvo sas spetsialna investitsionna tsel","","","2019-07-05","ACTV","","",""
"RYDY","Bulgaria","BG","","","Европейско обединение по икономически интереси","Bulgarian","bg","Evropeysko obedinenie po ikonomicheski interesi","ЕОИИ","EEIG","2019-07-05","ACTV","","",""
"S94S","Bulgaria","BG","","","Командитно дружество","Bulgarian","bg","Komanditno druzhestvo","КД","KD","2017-11-30","ACTV","typo corrected","2019-07-05","typo corrected"
"SZW0","Bulgaria","BG","","","Eвропейско дружество","Bulgarian","bg","Evropeysko druzhestvo","ЕД","ED","2017-11-30","ACTV","typo corrected and abbreviation added","2019-07-05","typo corrected and abbreviation added"
"TCGV","Bulgaria","BG","","","Дружество учредено по Закона за задълженията и договорите","Bulgarian","bg","Druzhestvo uchredeno po Zakona za zadalzheniyata i dogovorite","ДЗЗД","DZZD","2017-11-30","ACTV","","",""
"U8LM","Bulgaria","BG","","","Eвропейско кооперативно дружество","Bulgarian","bg","Evropeysko kooperativno druzhestvo","ЕКД","EKD","2017-11-30","ACTV","typo corrected and abbreviation added","2019-07-05","typo corrected and abbreviation added"
"UFG8","Bulgaria","BG","","","Фондация","Bulgarian","bg","Fondatsia","","","2019-07-05","ACTV","","",""
"VJ3G","Bulgaria","BG","","","Дружество с ограничена отговорност","Bulgarian","bg","Druzhestvo s ogranichena otgovornost","ООД","OOD","2017-11-30","ACTV","","",""
"WTK4","Bulgaria","BG","","","Акционерно дружество","Bulgarian","bg","Aktsionerno druzhestvo","АД","AD","2017-11-30","ACTV","","",""
"WVIN","Bulgaria","BG","","","Еднолично дружество с ограничена отговорност","Bulgarian","bg","Ednolichno druzhestvo s ogranichena otgovornost","ЕООД","EOOD","2017-11-30","ACTV","","",""
"1EQC","Canada","CA","Alberta","CA-AB","trade name/sole proprietorship","English","en","trade name/sole proprietorship","","","2017-11-30","ACTV","","",""
"60MF","Canada","CA","Alberta","CA-AB","Alberta trust corporation","English","en","Alberta trust corporation","","","2017-11-30","ACTV","","",""
"94UQ","Canada","CA","Alberta","CA-AB","public recreation company","English","en","public recreation company","","","2017-11-30","ACTV","","",""
"B69V","Canada","CA","Alberta","CA-AB","Alberta private non-profit company","English","en","Alberta private non-profit company","","","2017-11-30","ACTV","","",""
"BASA","Canada","CA","Alberta","CA-AB","Alberta cooperative","English","en","Alberta cooperative","","","2017-11-30","ACTV","","",""
"BH5D","Canada","CA","Alberta","CA-AB","rural utility cooperative","English","en","rural utility cooperative","","","2017-11-30","ACTV","","",""
"C9KZ","Canada","CA","Alberta","CA-AB","Alberta professional corporation","English","en","Alberta professional corporation","","","2017-11-30","ACTV","","",""
"DK7L","Canada","CA","Alberta","CA-AB","Alberta loan corporation","English","en","Alberta loan corporation","","","2017-11-30","ACTV","","",""
"G65S","Canada","CA","Alberta","CA-AB","Alberta credit union","English","en","Alberta credit union","","","2017-11-30","ACTV","","",""
"J3C5","Canada","CA","Alberta","CA-AB","Alberta unlimited liability corporation","English","en","Alberta unlimited liability corporation","","","2017-11-30","ACTV","","",""
"K1QX","Canada","CA","Alberta","CA-AB","Alberta society","English","en","Alberta society","","","2017-11-30","ACTV","","",""
"KVC1","Canada","CA","Alberta","CA-AB","general partnership","English","en","general partnership","","","2017-11-30","ACTV","","",""
"PXPK","Canada","CA","Alberta","CA-AB","private recreation company","English","en","private recreation company","","","2017-11-30","ACTV","","",""
"R0KX","Canada","CA","Alberta","CA-AB","private act corporation","English","en","private act corporation","","","2017-11-30","ACTV","","",""
"RHVP","Canada","CA","Alberta","CA-AB","private act non-profit corp","English","en","private act non-profit corp","","","2017-11-30","ACTV","","",""
"RN4K","Canada","CA","Alberta","CA-AB","Alberta limited partnership","English","en","Alberta limited partnership","","","2017-11-30","ACTV","","",""
"TRO6","Canada","CA","Alberta","CA-AB","agricultural society","English","en","agricultural society","","","2017-11-30","ACTV","","",""
"TS9O","Canada","CA","Alberta","CA-AB","religious society","English","en","religious society","","","2017-11-30","ACTV","","",""
"U938","Canada","CA","Alberta","CA-AB","Alberta limited liability partnership","English","en","Alberta limited liability partnership","","","2017-11-30","ACTV","","",""
"VHXN","Canada","CA","Alberta","CA-AB","public non-profit company","English","en","public non-profit company","","","2017-11-30","ACTV","","",""
"1CML","Canada","CA","British Columbia","CA-BC","Sole proprietorship","English","en","Sole proprietorship","LLP;SRL;SENCRL","","2017-11-30","ACTV","","",""
"23V9","Canada","CA","British Columbia","CA-BC","Limited partnership","English","en","Limited partnership","LLP;SRL;SENCRL","","2017-11-30","ACTV","","",""
"AW80","Canada","CA","British Columbia","CA-BC","Association (includes housing cooperative and community service cooperative)","English","en","Association (includes housing cooperative and community service cooperative)","coop;co-op","","2017-11-30","ACTV","","",""
"F9J3","Canada","CA","British Columbia","CA-BC","Limited partnership formed outside of BC","English","en","Limited partnership formed outside of BC","LLP;SRL;SENCRL","","2017-11-30","ACTV","","",""
"HLBQ","Canada","CA","British Columbia","CA-BC","Pension fund society","English","en","Pension fund society","","","2017-11-30","ACTV","","",""
"LNBY","Canada","CA","British Columbia","CA-BC","Limited liability partnership","English","en","Limited liability partnership","LLP;SRL;SENCRL","","2017-11-30","ACTV","","",""
"LRRN","Canada","CA","British Columbia","CA-BC","Mutual fire insurance company","English","en","Mutual fire insurance company","","","2017-11-30","ACTV","","",""
"O13B","Canada","CA","British Columbia","CA-BC","General partnership","English","en","General partnership","LLP;SRL;SENCRL","","2017-11-30","ACTV","","",""
"OTU7","Canada","CA","British Columbia","CA-BC","Extraprovincial non-share corporation","English","en","Extraprovincial non-share corporation","","","2017-11-30","ACTV","","",""
"QODJ","Canada","CA","British Columbia","CA-BC","Extraprovincial limited liability partnership","English","en","Extraprovincial limited liability partnership","LLP;SRL;SENCRL","","2017-11-30","ACTV","","",""
"S3K4","Canada","CA","British Columbia","CA-BC","Registered extraprovincial non-share corporation","English","en","Registered extraprovincial non-share corporation","","","2017-11-30","ACTV","","",""
"TGLV","Canada","CA","British Columbia","CA-BC","Extraprovincial corporation (registered foreign entity)","English","en","Extraprovincial corporation (registered foreign entity)","Ltd.;Inc.;Corp.","","2017-11-30","ACTV","","",""
"WFPH","Canada","CA","British Columbia","CA-BC","Society (includes member-funded society)","English","en","Society (includes member-funded society)","","","2017-11-30","ACTV","","",""
"XOYI","Canada","CA","British Columbia","CA-BC","Credit union","English","en","Credit union","","","2017-11-30","ACTV","","",""
"YG5M","Canada","CA","British Columbia","CA-BC","Company (includes community contribution company and unlimited liability company)","English","en","Company (includes community contribution company and unlimited liability company)","Ltd.;Inc.;Corp.","","2017-11-30","ACTV","","",""
"59T2","Canada","CA","Canada","","board of trade","English","en","board of trade","","","2017-11-30","ACTV","","",""
"59T2","Canada","CA","Canada","","chambre de commerce","French","fr","chambre de commerce","","","2017-11-30","ACTV","","",""
"6TRA","Canada","CA","Canada","","corporations enacted by an Act of Parliament","English","en","corporations enacted by an Act of Parliament","","","2017-11-30","ACTV","","",""
"6TRA","Canada","CA","Canada","","corporation constituée par une loi du Parlement","French","fr","corporation constituée par une loi du Parlement","","","2017-11-30","ACTV","","",""
"D90J","Canada","CA","Canada","","corporation without share capital","English","en","corporation without share capital","","","2017-11-30","ACTV","","",""
"D90J","Canada","CA","Canada","","organisation sans capital-actions","French","fr","organisation sans capital-actions","","","2017-11-30","ACTV","","",""
"M4IF","Canada","CA","Canada","","pension fund society","English","en","pension fund society","","","2017-11-30","ACTV","","",""
"M4IF","Canada","CA","Canada","","société de caisse de retraite","French","fr","société de caisse de retraite","","","2017-11-30","ACTV","","",""
"MGE0","Canada","CA","Canada","","cooperative","English","en","cooperative","coop;co-op","","2017-11-30","ACTV","","",""
"MGE0","Canada","CA","Canada","","coopérative","French","fr","coopérative","coop;co-op","","2017-11-30","ACTV","","",""
"UDLA","Canada","CA","Canada","","business corporation","English","en","business corporation","Ltd.;Inc.;Corp.","","2017-11-30","ACTV","","",""
"UDLA","Canada","CA","Canada","","société par actions","French","fr","société par actions","Ltée;Inc.;S.A.R.F.","","2017-11-30","ACTV","","",""
"5ONY","Canada","CA","Manitoba","CA-MB","Religious Society","English","en","Religious Society","a religious society;communauté religieuse","","2017-11-30","ACTV","","",""
"9D1K","Canada","CA","Manitoba","CA-MB","non-share corporations","English","en","non-share corporations","Incorporated;Incorporee;Corporation;Inc.;Corp.","","2017-11-30","ACTV","","",""
"FN6X","Canada","CA","Manitoba","CA-MB","Share corporations (including professional corporations)","English","en","Share corporations (including professional corporations)","Limited;Limitee;Incorporated;Incorporee;Corporation;Ltd.;Ltee.;Inc.;Corp.;Ltd","","2017-11-30","ACTV","","",""
"G9PJ","Canada","CA","Manitoba","CA-MB","Limited Liability Partnership (Manitoba and Extra-provincial, lawyers and accountants only)","English","en","Limited Liability Partnership (Manitoba and Extra-provincial, lawyers and accountants only)","Limited Liability Partnership;LLP;Société à Responabilité Limitée;s.r.l.","","2017-11-30","ACTV","","",""
"GM04","Canada","CA","Manitoba","CA-MB","Cooperative","English","en","Cooperative","Cooperative Limited;Cooperative Ltd.;Cooperative Inc.;Cooperative incorporated;Co-operative Limited;Co-operative Ltd;Co-operative Inc;Co-operative incorporated;Coopérative limitée;Coopérative ltée;Pool Limited;Pool Ltd.;Pool Inc.;Pool incorporated;Co-op Limited;Co-op limitée;Co-op incorporated;Co-op incorporée;Co-op Inc.","","2017-11-30","ACTV","","",""
"HBCT","Canada","CA","Manitoba","CA-MB","Ukrainian Catholic Parish","English","en","Ukrainian Catholic Parish","The Ukrainian Catholic Parish of;La Paroisse catholique ukrainienne de","","2017-11-30","ACTV","","",""
"LV28","Canada","CA","Manitoba","CA-MB","Condominium Corporation","English","en","Condominium Corporation","Condominium Corporation","","2017-11-30","ACTV","","",""
"MXLT","Canada","CA","Manitoba","CA-MB","Sole Proprietorship","English","en","Sole Proprietorship","","","2017-11-30","ACTV","","",""
"OPRT","Canada","CA","Manitoba","CA-MB","Limited Partnership","English","en","Limited Partnership","Limited Partnership;LP;SOCIETE EN COMMANDITE;limited partnership","","2017-11-30","ACTV","","",""
"RBBY","Canada","CA","Manitoba","CA-MB","Partnership","English","en","Partnership","","","2017-11-30","ACTV","","",""
"SS1V","Canada","CA","Manitoba","CA-MB","registration of extra-provincial corporations","English","en","registration of extra-provincial corporations","","","2017-11-30","ACTV","","",""
"Y485","Canada","CA","Manitoba","CA-MB","Credit union","English","en","Credit union or Caisse Populaire","credit union Limited;credit union Ltd;caisse populaire limitée;caisee populaire ltée","","2017-11-30","ACTV","","",""
"3Q15","Canada","CA","New Brunswick","CA-NB","partnership","English","en","partnership","","","2017-11-30","ACTV","","",""
"40JO","Canada","CA","New Brunswick","CA-NB","société en commandite","French","fr","société en commandite","","","2017-11-30","ACTV","","",""
"44LR","Canada","CA","New Brunswick","CA-NB","corporation professionnelle","French","fr","corporation professionnelle","c.p.","","2017-11-30","ACTV","","",""
"4M62","Canada","CA","New Brunswick","CA-NB","compagnie de prêt","French","fr","compagnie de prêt","Corporation de prêt;Société de prêt;Compagnie de prêt","","2017-11-30","ACTV","","",""
"56KZ","Canada","CA","New Brunswick","CA-NB","agricultural fair association","English","en","agricultural fair association","","","2017-11-30","ACTV","","",""
"64XG","Canada","CA","New Brunswick","CA-NB","association coopérative","French","fr","association coopérative","limitée;ltée","","2017-11-30","ACTV","","",""
"6U2Q","Canada","CA","New Brunswick","CA-NB","condominium corporation","English","en","condominium corporation","","","2017-11-30","ACTV","","",""
"7P8Y","Canada","CA","New Brunswick","CA-NB","limited partnership","English","en","limited partnership","LP","","2017-11-30","ACTV","","",""
"8MEC","Canada","CA","New Brunswick","CA-NB","société à responsabilité limitée du Nouveau-Brunswick","French","fr","société à responsabilité limitée du Nouveau-Brunswick","","","2017-11-30","ACTV","","",""
"AXW3","Canada","CA","New Brunswick","CA-NB","selon la loi de la Législature","French","fr","selon la loi de la Législature","","","2017-11-30","ACTV","","",""
"B3RX","Canada","CA","New Brunswick","CA-NB","corporation","English","en","corporation","Ltd.;Inc.;Corp.","","2017-11-30","ACTV","","",""
"D8UQ","Canada","CA","New Brunswick","CA-NB","professional corporation","English","en","professional corporation","P.C.","","2017-11-30","ACTV","","",""
"DHGI","Canada","CA","New Brunswick","CA-NB","project company","English","en","project company","","","2017-11-30","ACTV","","",""
"EKRT","Canada","CA","New Brunswick","CA-NB","loan company","English","en","loan company","Loan Corporation;Loan Corp.;Loan Company","","2017-11-30","ACTV","","",""
"EPFN","Canada","CA","New Brunswick","CA-NB","New Brunswick limited liability partnership","English","en","New Brunswick limited liability partnership","LLP","","2017-11-30","ACTV","","",""
"FGSL","Canada","CA","New Brunswick","CA-NB","association condominiale","French","fr","association condominiale","","","2017-11-30","ACTV","","",""
"GF6X","Canada","CA","New Brunswick","CA-NB","business name - sole proprietor","English","en","business name - sole proprietor","","","2017-11-30","ACTV","","",""
"GLX2","Canada","CA","New Brunswick","CA-NB","agricultural society","English","en","agricultural society","","","2017-11-30","ACTV","","",""
"GPG0","Canada","CA","New Brunswick","CA-NB","compagnie","French","fr","compagnie","","","2017-11-30","ACTV","","",""
"IDBS","Canada","CA","New Brunswick","CA-NB","compagnie de fiducie","French","fr","compagnie de fiducie","Corporation de fiducie;Compagnie de fiducie;Corporation fiduciaire;Compagnie fiduciaire;Société fiduciaire","","2017-11-30","ACTV","","",""
"IKMB","Canada","CA","New Brunswick","CA-NB","co-operative association","English","en","co-operative association","Ltd.;Ltd;Limited","","2017-11-30","ACTV","","",""
"IKSU","Canada","CA","New Brunswick","CA-NB","société en nom collectif","French","fr","société en nom collectif","","","2017-11-30","ACTV","","",""
"ILON","Canada","CA","New Brunswick","CA-NB","caisse populaire","French","fr","caisse populaire","","","2017-11-30","ACTV","","",""
"JBBW","Canada","CA","New Brunswick","CA-NB","company","English","en","company","","","2017-11-30","ACTV","","",""
"M53U","Canada","CA","New Brunswick","CA-NB","depends on Act of the Legislature","English","en","depends on Act of the Legislature","","","2017-11-30","ACTV","","",""
"MY4W","Canada","CA","New Brunswick","CA-NB","credit union","English","en","credit union","","","2017-11-30","ACTV","","",""
"NONB","Canada","CA","New Brunswick","CA-NB","corporation","French","fr","corporation","Ltée;Inc.;Corp.","","2017-11-30","ACTV","","",""
"QJ3A","Canada","CA","New Brunswick","CA-NB","gérant de projet","French","fr","gérant de projet","","","2017-11-30","ACTV","","",""
"QNSC","Canada","CA","New Brunswick","CA-NB","personne morale étrangère résidante","French","fr","personne morale étrangère résidante","C.E.R.","","2017-11-30","ACTV","","",""
"TSQ7","Canada","CA","New Brunswick","CA-NB","association de foires agricoles","French","fr","association de foires agricoles","","","2017-11-30","ACTV","","",""
"WI0P","Canada","CA","New Brunswick","CA-NB","société agricole","French","fr","société agricole","","","2017-11-30","ACTV","","",""
"ZACY","Canada","CA","New Brunswick","CA-NB","trust company","English","en","trust company","Trust Corporation;Trust Corp.;Trust Company;Trust Co.;Trustco;Trustee Corporation;Trustee Corp.;Trustee Company","","2017-11-30","ACTV","","",""
"ZY4E","Canada","CA","New Brunswick","CA-NB","appellation commerciale - propriétaire unique","French","fr","appellation commerciale - propriétaire unique","","","2017-11-30","ACTV","","",""
"1E9M","Canada","CA","Newfoundland and Labrador","CA-NL","Limited Partnership","English","en","Limited Partnership","LP;limited partnership;Limited Partnership","","2017-11-30","ACTV","","",""
"3Y5V","Canada","CA","Newfoundland and Labrador","CA-NL","co-operatives","English","en","co-operatives","Co-operative;Coopérative","","2017-11-30","ACTV","","",""
"ASWX","Canada","CA","Newfoundland and Labrador","CA-NL","share corporations","English","en","share corporations","Limited;Limitee;Incorporated;Incorporee;Corporation;Ltd.;Ltee.;Inc.;Corp.;Ltd","","2017-11-30","ACTV","","",""
"EBYQ","Canada","CA","Newfoundland and Labrador","CA-NL","Credit Union","English","en","Credit Union","credit union Limited;credit union Ltd;credit union Ltd.;caisse populaire limitée;caisee populaire ltée","","2017-11-30","ACTV","","",""
"ER0H","Canada","CA","Newfoundland and Labrador","CA-NL","registration of extra-provincial corporations","English","en","registration of extra-provincial corporations","Limited;Limitee;Incorporated;Incorporee;Corporation;Ltd.;Ltee.;Inc.;Corp.;Ltd","","2017-11-30","ACTV","","",""
"GTBR","Canada","CA","Newfoundland and Labrador","CA-NL","Condominium Corporation","English","en","Condominium Corporation","Condominium Corporation","","2017-11-30","ACTV","","",""
"IKGM","Canada","CA","Newfoundland and Labrador","CA-NL","non-share corporations","English","en","non-share corporations","Incorporated;Incorporee;Corporation;Inc.;Corp.","","2017-11-30","ACTV","","",""
"SYPT","Canada","CA","Newfoundland and Labrador","CA-NL","Limited Liability Partnership","English","en","Limited Liability Partnership","limited liability partnership;LLP;Limited Liability Partnership","","2017-11-30","ACTV","","",""
"1ADH","Canada","CA","Northwest Territories","CA-NT","Extra-Territorial Corporation(for profit and not-for-profit)","English","en","Extra-Territorial Corporation(for profit and not-for-profit)","Ltd.;Ltée.;Inc.;Corp.;Ltd;Limited","","2017-11-30","ACTV","","",""
"85EC","Canada","CA","Northwest Territories","CA-NT","Limited Liability partnership","English","en","Limited Liability partnership","","","2017-11-30","ACTV","","",""
"CS15","Canada","CA","Northwest Territories","CA-NT","NT society","English","en","NT society","","","2017-11-30","ACTV","","",""
"KAM9","Canada","CA","Northwest Territories","CA-NT","co-operative","English","en","co-operative","Ltd.;Ltée.;Inc.;Corp.;Ltd;Limited","","2017-11-30","ACTV","","",""
"PIDT","Canada","CA","Northwest Territories","CA-NT","NT corporation","English","en","NT corporation","Ltd.;Ltée.;Inc.;Corp.;Ltd;Limited","","2017-11-30","ACTV","","",""
"QN8Y","Canada","CA","Northwest Territories","CA-NT","NT Professional Corporation authorized under the Professional Corporations Act","English","en","NT Professional Corporation authorized under the Professional Corporations Act","Ltd.;Ltée.;Inc.;Corp.;Ltd;Limited","","2017-11-30","ACTV","","",""
"QR4F","Canada","CA","Northwest Territories","CA-NT","business name/sole proprietorship","English","en","business name/sole proprietorship","","","2017-11-30","ACTV","","",""
"TA98","Canada","CA","Northwest Territories","CA-NT","Limited partnership","English","en","Limited partnership","","","2017-11-30","ACTV","","",""
"TPZ2","Canada","CA","Northwest Territories","CA-NT","private act corporation","English","en","private act corporation","","","2017-11-30","ACTV","","",""
"VAPN","Canada","CA","Northwest Territories","CA-NT","general partnership","English","en","general partnership","","","2017-11-30","ACTV","","",""
"W126","Canada","CA","Northwest Territories","CA-NT","private act not-for-profit corporation","English","en","private act not-for-profit corporation","","","2017-11-30","ACTV","","",""
"2FHC","Canada","CA","Nova Scotia","CA-NS","partnerships","English","en","partnerships","","","2017-11-30","ACTV","","",""
"3M14","Canada","CA","Nova Scotia","CA-NS","A company formed under the Companies Act may seek designation as a Community Interest Company (a hybrid structure having characteristics of both for profit and non-profit entities)","English","en","A company formed under the Companies Act may seek designation as a Community Interest Company (a hybrid structure having characteristics of both for profit and non-profit entities)","Community Interest Company;société d’intérêt communautaire;C.I.C.;CIC;S.I.C.;SIC","","2017-11-30","ACTV","","",""
"42GN","Canada","CA","Nova Scotia","CA-NS","unlimited company","English","en","unlimited company","Unlimited company;Company;Co.;Corporation;Corp.;U.L.C.;ULC","","2017-11-30","ACTV","","",""
"876U","Canada","CA","Nova Scotia","CA-NS","Credit Unions","English","en","Credit Unions","credit union;caisse populaire;Limited;Limitée;Ltd.;Ltée","","2017-11-30","ACTV","","",""
"8M03","Canada","CA","Nova Scotia","CA-NS","Condominiums","English","en","Condominiums","Condominium Corporation","","2017-11-30","ACTV","","",""
"8OZ0","Canada","CA","Nova Scotia","CA-NS","limited liability partnerships","English","en","limited liability partnerships","limited liability partnership;LLP;Limited Liability Partnership","","2017-11-30","ACTV","","",""
"9XHE","Canada","CA","Nova Scotia","CA-NS","business names","English","en","business names","","","2017-11-30","ACTV","","",""
"FQJ9","Canada","CA","Nova Scotia","CA-NS","for profit and not-for profit co-operatives","English","en","for profit and not-for profit co-operatives","Co-operative and Limited;Ltd.;Co-opérative and Limitée;Ltée","","2017-11-30","ACTV","","",""
"GG0S","Canada","CA","Nova Scotia","CA-NS","company limited by guarantee","English","en","company limited by guarantee","limited company and limited by guarantee;Limited;Limitée;Ltd.;Ltée;Incorporated;Inc.;Ltd","","2017-11-30","ACTV","","",""
"T0CV","Canada","CA","Nova Scotia","CA-NS","limited partnerships formed in NS","English","en","limited partnerships formed in NS","Limited Partnership","","2017-11-30","ACTV","","",""
"TY0S","Canada","CA","Nova Scotia","CA-NS","A company formed under the Companies Act may seek designation as a Private Investment Holding Company","English","en","A company formed under the Companies Act may seek designation as a Private Investment Holding Company","Limited;Limitée;Ltd.;Ltée;Incorporated;Inc.;Ltd","","2017-11-30","ACTV","","",""
"ULJ1","Canada","CA","Nova Scotia","CA-NS","company limited by shares (limited company)","English","en","company limited by shares (limited company)","limited company;limited by guarantee;Limited;Limitée;Ltd.;Ltée;Incorporated;Inc.;Ltd","","2017-11-30","ACTV","","",""
"W8XG","Canada","CA","Nova Scotia","CA-NS","sole proprietors","English","en","sole proprietors","","","2017-11-30","ACTV","","",""
"Y80K","Canada","CA","Nova Scotia","CA-NS","Non-profit Corporations","English","en","Non-profit Corporations","Society;Association","","2017-11-30","ACTV","","",""
"1JGX","Canada","CA","Ontario","CA-ON","Limited Partnership","English","en","Limited Partnership","","","2017-11-30","ACTV","","",""
"456Q","Canada","CA","Ontario","CA-ON","business name/sole proprietorship","English","en","business name/sole proprietorship","","","2017-11-30","ACTV","","",""
"7VKC","Canada","CA","Ontario","CA-ON","Condominium Corporation","English","en","Condominium Corporation","","","2017-11-30","ACTV","","",""
"BOYK","Canada","CA","Ontario","CA-ON","Corporations formed by an Act of the Ontario Legislative Assembly","English","en","Corporations formed by an Act of the Ontario Legislative Assembly","","","2017-11-30","ACTV","","",""
"CMB6","Canada","CA","Ontario","CA-ON","Not-For-Profit corporations","English","en","Not-For-Profit corporations","","","2017-11-30","ACTV","","",""
"EIDL","Canada","CA","Ontario","CA-ON","Insurance Corporations incorporated under Part V of the Corporations Act","English","en","Insurance Corporations incorporated under Part V of the Corporations Act","","","2017-11-30","ACTV","","",""
"ESVK","Canada","CA","Ontario","CA-ON","Credit Union","English","en","Credit Union","","","2017-11-30","ACTV","","",""
"FBQL","Canada","CA","Ontario","CA-ON","Co-operative Corporation","English","en","Co-operative Corporation","","","2017-11-30","ACTV","","",""
"HQKE","Canada","CA","Ontario","CA-ON","general partnership","English","en","general partnership","","","2017-11-30","ACTV","","",""
"O90R","Canada","CA","Ontario","CA-ON","Business corporations (which includes professional corporations)","English","en","Business corporations (which includes professional corporations)","","","2017-11-30","ACTV","","",""
"PCO0","Canada","CA","Ontario","CA-ON","Limited Liability Partnership","English","en","Limited Liability Partnership","","","2017-11-30","ACTV","","",""
"10UR","Canada","CA","Québec","CA-QC","Syndicat coopératif","French","fr","Syndicat coopératif","","","2017-11-30","ACTV","","",""
"2U3G","Canada","CA","Québec","CA-QC","Société en nom collectif à responsabilité limitée","French","fr","Société en nom collectif à responsabilité limitée","S.E.N.C.R.L.","","2017-11-30","ACTV","","",""
"814Y","Canada","CA","Québec","CA-QC","Société en participation","French","fr","Société en participation","","","2017-11-30","ACTV","","",""
"A7KA","Canada","CA","Québec","CA-QC","Selon la loi par Loi spéciale du Québec à caractère public","French","fr","Selon la loi par Loi spéciale du Québec à caractère public","","","2017-11-30","ACTV","","",""
